age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
48.0, Private,163457.05, Masters,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,30.0, Peru, <=50K
56.214508, Private,219790.17, Some-college,14.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,48.0, Peru, <=50K
48.0, Private,192002.38, 10th,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,275858.78, Assoc-acdm,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
41.0, Private,238857.11, Some-college,11.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,38.0, Peru, <=50K
23.0, Private,157300.62, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,183899.56, Masters,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,219029.12, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,167896.27, Masters,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,225791.36, Assoc-acdm,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.46035, Private,217638.7, Masters,10.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.263653, Private,256868.3, Assoc-acdm,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
50.0, Private,219285.19, 10th,13.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,80.0, Peru, <=50K
49.0, Private,221377.12, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,228802.52, Assoc-acdm,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,200307.39, 10th,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,30.0, Peru, <=50K
35.0, Private,250375.36, Prof-school,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,138077.98, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Never-worked,164253.33, 10th,14.0, Married-spouse-absent, Sales, Husband, White, Male,0.0,0.0,70.0, Peru, <=50K
46.0, Private,213183.36, Masters,14.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, >50K
35.0, Private,185054.39, Some-college,14.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,253435.64, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,213339.9, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,202888.27, Prof-school,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
22.0, Private,154250.31, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,206507.34, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,271644.06, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.60733, Private,240131.02, Assoc-acdm,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
49.0, Private,209938.6, Some-college,10.0, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0.0,0.0,35.0, Peru, <=50K
38.0, Private,154703.81, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Germany, <=50K
49.0, Private,151264.39, Masters,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,170059.62, Masters,14.034344, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, Peru, >50K
31.0, Private,184325.86, Assoc-acdm,15.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Never-worked,207887.28, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,38.0, Peru, <=50K
42.0, Private,213991.42, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,162209.56, Some-college,14.019513, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,65.0, Peru, <=50K
35.0, Private,216214.83, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,30.0, Peru, <=50K
42.0, Private,182023.36, Prof-school,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,38.0, Peru, <=50K
47.0, Private,235036.2, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,264558.78, Some-college,9.0, Married-spouse-absent, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,199496.55, Assoc-acdm,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,198075.78, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
45.0, Private,247322.5, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
51.0, Private,163457.95, 10th,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.840336, Private,114979.63, Masters,14.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,148274.95, Assoc-acdm,14.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,55.0, Peru, <=50K
51.0, Private,165823.16, 7th-8th,14.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,250495.19, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,163410.84, 10th,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,210863.3, Some-college,9.0, Never-married, Protective-serv, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,210586.3, Masters,15.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
55.0, Private,159098.08, Assoc-acdm,13.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,38.0, Peru, <=50K
38.0, Private,208398.75, Some-college,9.0, Married-spouse-absent, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,242005.92, Prof-school,9.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
55.0, Private,213173.42, 7th-8th,13.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,159111.34, Masters,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,195567.4, Masters,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Local-gov,232250.94, Some-college,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.52732, Private,155333.88, 10th,14.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,239450.36, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,172795.06, Prof-school,10.0, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,35.222736, Peru, <=50K
47.0, Private,239737.58, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,153528.78, Assoc-acdm,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,37.0, Peru, <=50K
41.0, Private,178939.56, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,170035.7, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,244536.31, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,144832.84, Masters,14.0, Married-spouse-absent, Sales, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
40.0, Private,158856.19, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,161211.61, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
50.0, Private,258981.53, Assoc-acdm,14.0, Married-spouse-absent, Sales, Other-relative, White, Male,0.0,0.0,65.23044, Peru, <=50K
37.0, Private,192366.94, Masters,9.0, Never-married, Exec-managerial, Other-relative, White, Male,0.0,0.0,55.0, Peru, <=50K
47.0, Private,225317.5, Prof-school,10.0, Married-spouse-absent, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,198747.66, Masters,13.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,150258.19, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
35.0, Private,216487.39, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,38.0, Peru, <=50K
40.0, Private,159908.94, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,264379.25, Masters,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,247103.08, Some-college,10.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,223833.1, Masters,13.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
35.30746, Private,238650.58, Assoc-acdm,9.0, Married-spouse-absent, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,147931.4, Masters,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
40.0, Private,220057.12, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,163411.47, Masters,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,236251.17, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,152568.86, 10th,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,193830.48, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,213779.28, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,195130.95, Assoc-acdm,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,163009.16, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,230970.56, Some-college,10.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,221203.88, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,241958.39, 10th,11.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,202750.84, Masters,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,25.0, Peru, <=50K
31.0, Private,235305.06, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,197627.39, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,236868.42, Masters,9.0, Married-spouse-absent, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,159426.73, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,151661.89, Prof-school,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
23.0, Private,263205.4, 10th,10.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
54.0, Private,216502.97, 10th,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,260933.72, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,206138.44, 7th-8th,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
52.333633, Private,155510.56, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
59.0, Private,156372.98, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.259476, Private,150936.75, Prof-school,10.0, Never-married, Exec-managerial, Other-relative, White, Male,0.0,0.0,40.0, Peru, >50K
37.0, Private,246719.88, Assoc-acdm,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,70.0, Peru, <=50K
28.0, Private,210556.38, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,253144.83, Some-college,10.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,175422.11, Masters,9.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,50.0, Peru, <=50K
53.0, Private,215334.77, Masters,13.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,261313.0, 7th-8th,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,38.237877, Peru, <=50K
36.0, Private,282034.0, Assoc-acdm,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,205822.8, Masters,9.0, Married-spouse-absent, Sales, Own-child, White, Male,0.0,0.0,42.0, Peru, <=50K
41.0, Private,236438.88, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
40.0, Private,142691.88, Prof-school,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,30.0, Peru, <=50K
35.0, Private,243147.11, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,214552.7, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,154322.84, Assoc-acdm,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,199091.03, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,230294.88, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,83.44303, Peru, <=50K
38.0, Private,209667.28, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,211871.86, Prof-school,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,239033.62, Some-college,9.0, Married-spouse-absent, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,210821.34, Masters,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
51.0, Private,186352.89, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,194948.83, 10th,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
50.0, Private,194269.52, 10th,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,150957.42, 10th,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,201569.31, 10th,14.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,207968.23, Some-college,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,206420.66, Assoc-acdm,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,232217.28, Masters,10.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,252075.56, Masters,9.0, Never-married, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,204279.16, Masters,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Private,192796.73, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,231600.9, 7th-8th,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Private,185125.58, Masters,14.0, Never-married, Sales, Husband, White, Male,0.0,0.0,45.0, Peru, <=50K
45.0, Without-pay,201007.8, 10th,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,214845.31, Masters,13.212506, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
36.0, Private,227770.44, Prof-school,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
38.0, Private,229726.8, Assoc-acdm,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
23.0, Private,210760.45, Prof-school,9.0, Married-spouse-absent, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,136715.66, 7th-8th,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,204730.36, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
58.0, Private,182292.3, Assoc-acdm,14.0, Married-AF-spouse, Sales, Not-in-family, White, Male,0.0,0.0,80.0, Peru, <=50K
34.0, Private,227367.94, Assoc-acdm,13.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
34.0, Private,163517.95, Assoc-acdm,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,195462.7, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,30.0, Peru, <=50K
43.0, Private,222204.33, Some-college,10.0, Married-spouse-absent, Exec-managerial, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Never-worked,198905.58, 10th,14.0, Never-married, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, Peru, <=50K
37.0, Private,210067.6, Prof-school,9.0, Married-spouse-absent, Craft-repair, Own-child, White, Male,0.0,0.0,30.0, Peru, <=50K
35.0, Private,172814.03, Assoc-acdm,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,201813.44, Prof-school,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,255773.52, Assoc-acdm,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,35.0, Peru, <=50K
39.0, Private,183840.98, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,216478.92, Prof-school,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,204221.33, Some-college,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,153829.81, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,202289.28, Masters,13.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,212187.22, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,160323.61, 10th,14.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,192391.39, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,189963.97, Some-college,13.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,201455.92, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,229503.81, 10th,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
54.775925, Private,188373.42, Assoc-acdm,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,167319.05, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,55.0, Peru, <=50K
50.0, Private,207938.78, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,150485.94, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,65.0, Peru, <=50K
46.0, Private,187664.75, Masters,10.0, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
34.0, Private,238526.92, 10th,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,176897.4, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
33.0, Private,183048.45, Some-college,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,259833.89, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,149581.42, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,37.842327, Peru, <=50K
32.0, Private,150747.11, 10th,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
32.0, Private,202950.84, Assoc-acdm,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,169252.3, Prof-school,10.0, Married-spouse-absent, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,219699.73, Masters,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,160280.3, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,204565.89, Prof-school,10.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
33.75126, Private,149160.48, Prof-school,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,150994.45, Masters,10.0, Married-AF-spouse, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
36.0, Private,171234.83, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
58.0, Private,200012.55, 10th,10.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
61.0, Private,149681.36, Masters,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,210894.9, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Female,0.0,0.0,37.0, Peru, <=50K
27.700886, Private,192205.66, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,171750.12, Assoc-acdm,10.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,250327.8, Assoc-acdm,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,45.0, Peru, <=50K
38.0, Private,212683.45, Assoc-acdm,9.0, Married-spouse-absent, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,155697.1, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,153844.8, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,30.0, Peru, <=50K
33.0, Private,199979.25, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Ireland, <=50K
34.0, Private,236548.02, Masters,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
41.0, Private,162437.89, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,80.0, Peru, <=50K
38.0, Private,155515.31, 10th,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,238529.39, Some-college,9.0, Married-AF-spouse, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,206219.94, Some-college,10.0, Married-spouse-absent, Protective-serv, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
50.0, Private,268779.9, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,197457.5, Assoc-acdm,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,194493.94, Masters,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,226379.19, Prof-school,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,30.0, Peru, <=50K
38.0, Private,146877.84, Assoc-acdm,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,37.164192, Peru, <=50K
41.648434, Private,155707.72, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,208325.0, Some-college,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,230579.19, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,216834.38, Assoc-acdm,14.0, Never-married, Protective-serv, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
52.0, Private,255773.33, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
